Day,Visitor type,Site member,Traffic category,Traffic source,Traffic source URL,UTM campaign source,UTM campaign medium,UTM campaign name,UTM campaign content,UTM campaign keywords,UTM Wix campaign,Page path,Page URL,Country,Region,City,Postal code,Device type,Browser,Browser version,Operating system,IP address,Is the first page viewed (Yes / No),Is the last page viewed (Yes / No),Next page viewed,Previous page viewed,Page views,Site sessions,Unique visitors,Bounce rate,Page exit rate,Avg. session duration,Avg. time on page,Avg. pages per session
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/team,https://schaumburgmarketplace.net/team,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/clients,2,1,1,0.00%,0.00%,33m 16s,5s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,2,2,1,0.00%,0.00%,18m 00s,53s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/events,2,2,1,0.00%,0.00%,8m 37s,1s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/offers,2,1,1,0.00%,0.00%,3m 50s,28s,1
2024-05-28,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/copy-of-services,/copy-of-services,2,1,1,0.00%,0.00%,6m 13s,17s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business,https://schaumburgmarketplace.net/business,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/about-us,2,1,1,0.00%,0.00%,1h 46m 28s,1m 29s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Bolingbrook,60440,Desktop,Chrome,125.0.0.0,Windows,104.12.224.14,No,No,/business-directory,/business-directory,2,2,1,0.00%,0.00%,5m 44s,22s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/events,2,1,1,0.00%,0.00%,1h 22m 14s,9s,1
2024-05-22,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,India,GJ,Ahmedabad,382350,Desktop,Chrome,124.0.0.0,Windows,103.85.9.27,Yes,Yes,,,2,2,1,100.00%,100.00%,,,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/clients-1,https://schaumburgmarketplace.net/clients-1,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/,2,1,1,0.00%,0.00%,47m 23s,43s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/news-1,/events,2,2,1,0.00%,0.00%,39m 44s,9s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/business-directory,2,1,1,0.00%,0.00%,24m 36s,6s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/jobs,2,1,1,0.00%,0.00%,1h 46m 28s,4s,1
2024-05-21,New,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,India,GJ,Ahmedabad,382350,Desktop,Chrome,124.0.0.0,Windows,103.85.9.27,No,No,/client,/client,2,1,1,0.00%,0.00%,9m 04s,3s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,No,No,/news-1,/,2,2,2,0.00%,0.00%,5m 23s,15s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/clients-1-1,2,1,1,0.00%,0.00%,47m 23s,2s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/why-smp,/business,2,1,1,0.00%,0.00%,1h 46m 28s,6s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/jobs,/,2,2,1,0.00%,0.00%,17m 27s,3s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Safari,17.5,Mac OS,98.206.217.54,Yes,Yes,,,2,2,1,100.00%,100.00%,,,1
2024-06-03,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,2,1,1,0.00%,0.00%,53m 18s,15s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/clients-1-1,https://schaumburgmarketplace.net/clients-1-1,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/clients,2,1,1,0.00%,0.00%,47m 23s,50s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/disclaimer,https://schaumburgmarketplace.net/disclaimer,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/about-us,2,1,1,0.00%,0.00%,58m 14s,4s,1
2024-05-21,New,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/client,https://schaumburgmarketplace.net/client,India,GJ,Ahmedabad,382350,Desktop,Chrome,124.0.0.0,Windows,103.85.9.27,No,No,/about-us,/,2,1,1,0.00%,0.00%,9m 04s,6m 15s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients-1-1,/,1,1,1,0.00%,0.00%,47m 23s,15m 31s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-15,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/about-us,1,1,1,0.00%,100.00%,17m 10s,,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/,1,1,1,0.00%,100.00%,1h 22m 14s,,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/why-smp,1,1,1,0.00%,0.00%,1h 46m 28s,5s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/business-directory,/about-us,1,1,1,0.00%,0.00%,54s,5s,1
2024-05-28,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,Yes,No,/business-directory,,1,1,1,0.00%,0.00%,46s,23s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/business-directory,1,1,1,0.00%,0.00%,30m 37s,53s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/package-information,https://schaumburgmarketplace.net/package-information,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,54m 10s,10s,1
2024-06-01,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Palatine,60067,Mobile,Safari,17.5,iOS,75.22.141.46,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/disclaimer,https://schaumburgmarketplace.net/disclaimer,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/about-us,1,1,1,0.00%,0.00%,47m 23s,5s,1
2024-05-28,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,Yes,,/copy-of-services,1,1,1,0.00%,100.00%,6m 13s,,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/package-information,/copy-of-services,1,1,1,0.00%,0.00%,58m 14s,5s,1
2024-05-11,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,Saudi Arabia,01,Riyadh,Unknown,Mobile,Safari,10.0,iOS,95.177.180.82,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-06-03,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Rolling Meadows,60008,Mobile,Chrome,125.0.6422.80,iOS,76.16.96.91,No,No,/,/,1,1,1,0.00%,0.00%,18s,11s,1
2024-05-05,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,NC,Four Oaks,27524,Desktop,Chrome,79.0.3945.79,Windows,205.169.39.85,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-06-01,Returning,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United Kingdom,ENG,London,EC1N,Mobile,Safari,17.4.1,iOS,145.224.91.89,No,No,/events,/,1,1,1,0.00%,0.00%,4m 38s,27s,1
2024-05-16,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/about-us,1,1,1,100.00%,100.00%,2s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/services,1,1,1,0.00%,0.00%,42m 39s,1s,1
2024-05-17,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/,1,1,1,0.00%,100.00%,4s,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/email-marketing,1,1,1,0.00%,0.00%,16m 34s,43s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/general-4,/about-us,1,1,1,0.00%,0.00%,51m 58s,4s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/jobs,/testimonials,1,1,1,0.00%,0.00%,34m 18s,9s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/cart-page,/about-us,1,1,1,0.00%,0.00%,1h 46m 28s,8m 36s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/jobs,/jobs,1,1,1,0.00%,0.00%,1h 20m 51s,36s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/disclaimer,/,1,1,1,0.00%,0.00%,1h 20m 51s,4s,1
2024-05-09,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,No,/offers,,1,1,1,100.00%,0.00%,1s,1s,1
2024-05-05,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,NC,Four Oaks,27524,Desktop,Chrome,79.0.3945.79,Windows,205.169.39.201,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-08,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/jobs,/,1,1,1,0.00%,0.00%,36m 34s,4s,1
2024-05-28,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,Yes,No,/,,1,1,1,0.00%,0.00%,6m 13s,1s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/cart-page,https://schaumburgmarketplace.net/cart-page,United States,CA,Unknown,Unknown,Mobile,Chrome,117.0.0.0,Android,166.205.132.20,Yes,No,/events,,1,1,1,0.00%,0.00%,16m 13s,2s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/offers,1,1,1,0.00%,100.00%,4m 13s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/faq,1,1,1,0.00%,0.00%,18m 17s,7s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Arlington Heights,60004,Desktop,Firefox,126.0,Windows,76.141.148.254,Yes,No,/events,,1,1,1,0.00%,0.00%,1m 18s,40s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/business-directory,1,1,1,0.00%,0.00%,22m 32s,6s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,VA,Washington,22747,Desktop,Chrome,103.0.5060.134,Windows,20.169.168.224,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/package-information,1,1,1,0.00%,0.00%,54m 10s,4m 10s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/,1,1,1,0.00%,0.00%,1h 22m 14s,7m 51s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/news-1,1,1,1,0.00%,0.00%,30m 01s,14s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,Yes,,/events,1,1,1,0.00%,100.00%,12m 24s,,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/faq,1,1,1,0.00%,0.00%,51m 58s,4s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/email-marketing,https://schaumburgmarketplace.net/email-marketing,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,Yes,,/,1,1,1,0.00%,100.00%,34m 12s,,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/package-information,1,1,1,0.00%,0.00%,47m 23s,11s,1
2024-05-22,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,Yes,No,/about-us,,1,1,1,0.00%,0.00%,48s,3s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/events,1,1,1,0.00%,0.00%,51m 58s,9s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,2h 14m 53s,16m 27s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Chicago,60652,Desktop,Chrome,124.0.0.0,Mac OS,12.74.213.76,No,No,/events,/about-us,1,1,1,0.00%,0.00%,9m 32s,10s,1
2024-05-24,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/events,1,1,1,0.00%,0.00%,28s,11s,1
2024-05-17,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,No,/offers,,1,1,1,0.00%,0.00%,4s,4s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,Yes,No,/events,,1,1,1,0.00%,0.00%,29s,18s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/events,/,1,1,1,0.00%,0.00%,54s,5s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/about-us,/jobs,1,1,1,0.00%,0.00%,54s,2s,1
2024-05-09,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/events,1,1,1,0.00%,0.00%,19m 28s,5m 12s,1
2024-06-03,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,Yes,No,/business-directory,,1,1,1,0.00%,0.00%,53m 18s,33s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/package-information,https://schaumburgmarketplace.net/package-information,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/cart-page,/contact-us,1,1,1,0.00%,0.00%,16m 37s,12s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/,1,1,1,0.00%,0.00%,51m 58s,5s,1
2024-05-17,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/events,1,1,1,0.00%,100.00%,2m 47s,,1
2024-05-06,New,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.106.36,No,Yes,,/contact-us,1,1,1,0.00%,100.00%,6m 04s,,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,No,/business-directory,,1,1,1,0.00%,0.00%,30m 37s,7s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,1h 22m 14s,5m 57s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,No,No,/faq,/testimonials,1,1,1,0.00%,0.00%,4m 06s,4s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/team,https://schaumburgmarketplace.net/team,United States,IL,Schaumburg,60193,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/why-smp,/,1,1,1,0.00%,0.00%,1h 46m 28s,7s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/faq,/jobs,1,1,1,0.00%,0.00%,21m 53s,6s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/services,/services,1,1,1,0.00%,0.00%,8m 36s,4s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/services,1,1,1,0.00%,0.00%,1h 22m 14s,2s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,Yes,No,/events,,1,1,1,0.00%,0.00%,9s,9s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60194,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/,1,1,1,0.00%,0.00%,3m 09s,8s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/offers,/events,1,1,1,0.00%,0.00%,1h 20m 51s,6s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/contact-us,1,1,1,0.00%,100.00%,3m 02s,,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,NY,Newark,14513,Mobile,Chrome,99.0.4844.47,iOS,188.241.1.203,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-06-01,Returning,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United Kingdom,ENG,London,EC1N,Mobile,Safari,17.4.1,iOS,145.224.91.89,No,No,/jobs,/about-us,1,1,1,0.00%,0.00%,4m 38s,8s,1
